,text_orig,text_cor,quote,correction,tag,TRANS-ORIG,TRANS-COR,COMET22-ORIG,BLEU-ORIG,CHRF-ORIG,COMETKIWI-ORIG,COMETKIWI-COR
10,"Я согласин, что есть читири качествы Nужно в друзья – честность, ъыть вежливый, юмор и оъщие интересы.","Я согласен, что у друзей должно быть четыре качества – честность, вежливость, юмор и общие интересы.",качествы,качества,Gender,"I agree that there are four qualities needed in friends – honesty, being polite, humor, and common interests.","I agree that friends should have four qualities: honesty, politeness, humor, and shared interests.",0.8847972750663757,0.0778677765568551,59.85243560060631,0.8107783794403076,0.8817847967147827
11,"Я согласин, что есть читири качествы Nужно в друзья – честность, ъыть вежливый, юмор и оъщие интересы.","Я согласен, что у друзей должно быть четыре качества – честность, вежливость, юмор и общие интересы.",N ужно в друзья,,Constr,"I agree that there are four qualities needed in friends – honesty, being polite, humor, and common interests.","I agree that friends should have four qualities: honesty, politeness, humor, and shared interests.",0.8847972750663757,0.0778677765568551,59.85243560060631,0.8006971478462219,0.8817847967147827
12,"Я согласин, что есть читири качествы Nужно в друзья – честность, ъыть вежливый, юмор и оъщие интересы.","Я согласен, что у друзей должно быть четыре качества – честность, вежливость, юмор и общие интересы.",ъыть вежливый,вежливость,Constr,"I agree that there are four qualities needed in friends - honesty, being polite, humor, and common interests.","I agree that friends should have four qualities – honesty, politeness, humor, and common interests.",0.8901376128196716,0.2278678898032664,67.68471147720194,0.8002620935440063,0.8819329738616943
13,"Я согласин, что есть читири качествы Nужно в друзья – честность, ъыть вежливый, юмор и оъщие интересы.","Я согласен, что у друзей должно быть четыре качества – честность, вежливость, юмор и общие интересы.",оъщие,общие,Ortho,"I agree that there are four qualities needed in friends: honesty, being polite, humor, and shared interests.","I agree that friends should have four qualities – honesty, politeness, humor, and shared interests.",0.8942172527313232,0.2369305576374309,67.68471147720194,0.8048523664474487,0.8809653520584106
14,"Конечно, развод не был таким попульярным в прощлом, но это не значит, что люди разлюблят друг друга чаще сегодня.","Конечно, развод не был таким популярным в прошлом, но это не значит, что люди разлюбливают друг друга чаще сегодня.",попульярным,популярным,Ortho,"Of course, divorce was not as popular in the past, but that doesn't mean people fall out of love with each other more often today.","Of course, divorce was not as popular in the past, but that does not mean that people fall out of love with each other more often today.",0.9014624357223512,0.7899311941692817,91.32422969625802,0.818910539150238,0.8682906031608582
15,"Конечно, развод не был таким попульярным в прощлом, но это не значит, что люди разлюблят друг друга чаще сегодня.","Конечно, развод не был таким популярным в прошлом, но это не значит, что люди разлюбливают друг друга чаще сегодня.",прощлом,прошлом,Ortho,"Of course, divorce was not as popular in the past, but that doesn't mean people fall out of love with each other more often today.","Of course, divorce was not as popular in the past, but that doesn't mean people fall out of love with each other more often today.",0.9302420020103456,1.0,100.0,0.818910539150238,0.8683055639266968
16,"Конечно, развод не был таким попульярным в прощлом, но это не значит, что люди разлюблят друг друга чаще сегодня.","Конечно, развод не был таким популярным в прошлом, но это не значит, что люди разлюбливают друг друга чаще сегодня.",разлюблят,разлюбливают,Asp,"Of course, divorce was not as common in the past, but that doesn't mean people fall out of love with each other more often today.","Of course, divorce was not as popular in the past, but that doesn't mean people fall out of love with each other more often today.",0.9076555371284484,0.8895260356363631,91.12481835170236,0.8149822354316711,0.8683055639266968
17,До Нижнего Новгорода мы не познакомились друг с другом и было очень удобно дружиться с ней.,До Нижнего Новгорода мы не были знакомы друг с другом и было очень удобно дружить с ней.,познакомились,были знакомы,Constr,"Before we got to Nizhny Novgorod, we hadn't met each other, and it was very easy to become friends with her.","Before Nizhny Novgorod, we were not acquainted with each other, and it was very convenient to be friends with her.",0.8489015698432922,0.3544801439961181,61.95436832677959,0.8457032442092896,0.8387334942817688
18,До Нижнего Новгорода мы не познакомились друг с другом и было очень удобно дружиться с ней.,До Нижнего Новгорода мы не были знакомы друг с другом и было очень удобно дружить с ней.,дружиться,дружить,Refl,"We didn't know each other before going to Nizhny Novgorod, and it was very easy to become friends with her.","We were not acquainted with each other before Nizhny Novgorod, and it was very convenient to be friends with her.",0.8636773824691772,0.3737098172408067,61.61599937282626,0.8491820096969604,0.8362683653831482
19,Я думаю эти не проблемы.,Я думаю это не проблема.,эти,это,Ref,I think these are not problems.,I think it's not a problem.,0.8781303763389587,0.0955442792204366,45.70685923687763,0.8731893301010132,0.8658849596977234
20,Я думаю эти не проблемы.,Я думаю это не проблема.,проблемы,проблема,Num,I think these are not problems.,I think it's not a problem.,0.8781303763389587,0.0955442792204366,45.70685923687763,0.8731893301010132,0.8658849596977234
21,Поэтому я хочу чтобы каждая минутка интересная.,Поэтому я хочу чтобы каждая минутка была интересной.,интересная,была интересной,Aux,"Therefore, I want every minute to be interesting.",That's why I want every minute to be interesting.,0.9433217644691468,0.7420884818558928,77.40460894307054,0.85860276222229,0.866625964641571
22,Нашей последной темой являлась образование.,Нашей последней темой являлось образование.,последной,последней,Infl,Our last topic was education.,Our last topic was education.,0.9775158166885376,1.0,100.0,0.8639534115791321,0.8611799478530884
23,Нашей последной темой являлась образование.,Нашей последней темой являлось образование.,являлась,являлось,AgrGender,Our last topic was education.,Our last topic was education.,0.9775158166885376,1.0,100.0,0.8639534115791321,0.8611799478530884
24,"Тогда, мы увидели озеро чистое.",Там мы увидели чистое озеро.,озеро чистое,чистое озеро,WO,"Then, we saw a clear lake.",There we saw a clear lake.,0.9241181015968324,0.7598356856515925,77.66400273559717,0.854332685470581,0.8611382246017456
25,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",в,на,Prep,"Usually, on my page, I write about and post my dog.","Usually, on my page, I write and publish something about my dog.",0.8912507891654968,0.5013840477862073,62.63927918447996,0.7911761999130249,0.8411574959754944
26,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",моей,своей,Ref,"Usually, on my page, I write about and post pictures of my dog.","Usually, on my page, I write and post something about my dog.",0.9106348156929016,0.4817133384556925,68.32502631589148,0.7911761403083801,0.8431577682495117
27,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",о,,Prep,"Usually, on my page, I write about and post pictures of my dog.","Usually, on my page, I write and publish something about my dog.",0.9007719159126282,0.4525888007890558,60.06018246492996,0.7911761999130249,0.8411574959754944
28,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",,что-то,Ref,"Usually, on my page, I write about and post pictures of my dog.","Usually, on my page, I write and post something about my dog.",0.9106348156929016,0.4817133384556925,68.32502631589148,0.8071855306625366,0.8431577682495117
29,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",,о,Prep,"Usually, on my page, I write about and post pictures of my dog.","Usually, on my page, I write and publish something about my dog.",0.9007719159126282,0.4525888007890558,60.06018246492996,0.7911761999130249,0.8411574959754944
30,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",свою собаку,своей собаке,Gov,"Usually, on my page, I write about and post my dog.","Usually, on my page, I write and post something about my dog.",0.9006409049034119,0.5336486079338326,71.06029299667223,0.8071855306625366,0.8431577682495117
31,Тоже когда я нашла в комнате комара и я его убила на стене всегда осталось пятно.,Тоже когда я нашла в комнате комара и я его убила на стене навсегда осталось пятно.,всегда,навсегда,Lex,"Whenever I found a mosquito in the room and killed it on the wall, there would always be a stain left behind.","Also, when I found a mosquito in the room and killed it, a stain remained on the wall forever.",0.797099769115448,0.4199443742382724,62.93363292230304,0.8103047609329224,0.8531389236450195
32,Но я тоже ожидаю что их произношение отличает.,Но я тоже ожидаю что их произношение отличается.,отличает,отличается,Refl,But I also expect that their pronunciation differs.,But I also expect that their pronunciation is different.,0.9327285289764404,0.7420884818558928,83.30887813047714,0.7384896278381348,0.8484764695167542
33,"Мне нравитса школу больше, чем работу.","Мне нравится школа больше, чем работа.",нравитса,нравится,Ortho,I like school more than work.,I like school more than work.,0.9831592440605164,1.0,100.0,0.8669718503952026,0.8816359043121338
34,"Мне нравитса школу больше, чем работу.","Мне нравится школа больше, чем работа.",школу,школа,Nominative,I like school more than work.,I like school more than work.,0.9831592440605164,1.0,100.0,0.8669718503952026,0.8816359043121338
35,"Мне нравитса школу больше, чем работу.","Мне нравится школа больше, чем работа.",работу,работа,Nominative,I like school more than work.,I like school more than work.,0.9831592440605164,1.0,100.0,0.8669718503952026,0.8816359043121338
36,Я знаю как важно учить для улушеть мой русский.,"Я знаю, как важно учиться, чтобы улучшить мой русский.",учить,учиться,Refl,I know how important it is to study to improve my Russian.,I know how important it is to study in order to improve my Russian.,0.8939589858055115,0.7063486135430559,83.697407207706,0.761542558670044,0.8858984708786011
37,Я знаю как важно учить для улушеть мой русский.,"Я знаю, как важно учиться, чтобы улучшить мой русский.",для,чтобы,Conj,I know how important it is to study to improve my Russian.,I know how important it is to study in order to improve my Russian.,0.8939589858055115,0.7063486135430559,83.697407207706,0.761542558670044,0.8858984708786011
38,Я знаю как важно учить для улушеть мой русский.,"Я знаю, как важно учиться, чтобы улучшить мой русский.",улушеть,улучшить,Ortho,I know how important it is to study to improve my Russian.,I know how important it is to study in order to improve my Russian.,0.8939589858055115,0.7063486135430559,83.697407207706,0.761542558670044,0.8858984708786011
39,Я ем мясо и картошки и слушаю Музыку.,"Я ем мясо и картошку, и слушаю музыку.",картошки,картошку,Gov,I am eating meat and potatoes and listening to music.,"I am eating meat and potatoes, and listening to music.",0.9491358995437622,0.6580370064762462,92.02237383102091,0.8473772406578064,0.8509530425071716
40,Я ем мясо и картошки и слушаю Музыку.,"Я ем мясо и картошку, и слушаю музыку.",Музыку,музыку,Ortho,I am eating meat and potatoes and listening to music.,"I am eating meat and potatoes, and listening to music.",0.9491358995437622,0.6580370064762462,92.02237383102091,0.8473772406578064,0.8509530425071716
41,"Иногда, у них психические проблемы.","Иногда, у них бывают психологические проблемы.",,бывают,Lex,"Sometimes, they have mental health issues.","Sometimes, they have psychological problems.",0.90353262424469,0.2020515504676623,47.41304854202008,0.8625553250312805,0.8513351678848267
42,"Иногда, у них психические проблемы.","Иногда, у них бывают психологические проблемы.",психические,психологические,Lex,"Sometimes, they have mental health issues.","Sometimes, they have psychological problems.",0.9035326838493348,0.2020515504676623,47.41304854202008,0.8625553250312805,0.8513351678848267
43,Мы убежали из дома и пытались водить машину в центр.,Мы убежали из дома и пытались поехать на машине в центр.,водить,поехать,Lex,We ran away from home and tried to drive the car to the center.,We ran away from home and tried to drive to the city center.,0.8975376486778259,0.6591844162499148,83.57811116692521,0.8360375165939331,0.8577086925506592
44,Мы убежали из дома и пытались водить машину в центр.,Мы убежали из дома и пытались поехать на машине в центр.,машину,на машине,Gov,We ran away from home and tried to drive the car to the center.,We ran away from home and tried to drive to the city center.,0.8975376486778259,0.6591844162499148,83.57811116692521,0.8479042053222656,0.8577086925506592
45,"Я думаю, что это возможно и что в будущее будет не дорого.","Я думаю, что это возможно и что в будущем будет недорого.",будущее,будущем,Gov,I think that it is possible and that in the future it will not be expensive.,I think that it is possible and that in the future it will be inexpensive.,0.9034939408302308,0.8065008590125561,89.40238748267736,0.847393274307251,0.8501100540161133
46,"Я думаю, что это возможно и что в будущее будет не дорого.","Я думаю, что это возможно и что в будущем будет недорого.",не дорого,недорого,Ortho,I think that it's possible and that in the future it will not be expensive.,I think that it is possible and that in the future it will be inexpensive.,0.8925853967666626,0.5828233954152654,83.24346778158856,0.8554270267486572,0.8501100540161133
47,"Я так рада, что вы с Ваней решились к такому шагу.","Я так рада, что вы с Ваней решились на такой шаг.",к такому шагу,на такой шаг,Prep,I'm so glad that you and Vanya have decided to take this step.,I am so glad that you and Vanya decided to take this step.,0.9343164563179016,0.6703420896351792,88.5817012655382,0.84849613904953,0.852642297744751
48,Я хочу поехать в клубе.,Я хочу поехать в клуб.,клубе,клуб,Gov,I want to go to the club.,I want to go to the club.,0.9725289344787598,1.0,100.0,0.6526098251342773,0.8331650495529175
49,"Читверг мои друзя и я, мы идём в кафе и в кино, субботу я дома.","В четверг мои друзья и я идём в кафе и в кино, в субботу я дома.",Читверг,В четверг,Prep,"On Thursday, my friends and I are going to a café and to the movies, and on Saturday, I am at home.","On Thursday, my friends and I are going to a café and to the movies, and on Saturday, I am at home.",0.9345538020133972,1.0,100.0,0.8341906070709229,0.8562719821929932
50,"Читверг мои друзя и я, мы идём в кафе и в кино, субботу я дома.","В четверг мои друзья и я идём в кафе и в кино, в субботу я дома.",друзя,друзья,Ortho,"On Thursday, my friends and I are going to a café and then to the movies; on Saturday, I will be at home.","On Thursday, my friends and I are going to a cafe and to the movies, and on Saturday, I will be at home.",0.8927056789398193,0.681195157751836,85.59399225794526,0.8380607962608337,0.8532735705375671
51,"Читверг мои друзя и я, мы идём в кафе и в кино, субботу я дома.","В четверг мои друзья и я идём в кафе и в кино, в субботу я дома.",", мы",,Ref,"On Thursday, my friends and I are going to a café and the cinema, and on Saturday, I am at home.","On Thursday, my friends and I are going to a cafe and the movies, and on Saturday, I will be at home.",0.8810052275657654,0.5836104950757525,74.99836422684102,0.8358141779899597,0.8441320657730103
52,"Читверг мои друзя и я, мы идём в кафе и в кино, субботу я дома.","В четверг мои друзья и я идём в кафе и в кино, в субботу я дома.",,в,Prep,"On Thursday, my friends and I are going to a café and to the movies, and on Saturday, I am at home.","On Thursday, my friends and I are going to a cafe and the movies, and on Saturday, I am at home.",0.9082393050193788,0.7839204411491599,92.59729149284928,0.8380607962608337,0.8408350944519043
53,Груг любит тебя потому что вы другые.,Друг любит тебя потому что вы разные.,Груг,Друг,Misspell,Grug loves you because you are different.,A friend loves you because you are different.,0.7955518364906311,0.7013967267997694,82.06367704927217,0.7186188697814941,0.8786324262619019
54,Груг любит тебя потому что вы другые.,Друг любит тебя потому что вы разные.,другые,разные,Lex,"Груг любит тебя, потому что вы другие.",A friend loves you because you are different.,0.5759801268577576,0.0,0.4528985507246376,0.4380371570587158,0.8786324262619019
55,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",mетоды,виды,Lex,"If these new methods of transportation are better for the environment, they will also be better for everyone who lives on Earth, including animals, etc.","If these new types of transportation are better for the environment, they will also be better for everyone living on Earth, animals, etc.",0.9086214900016784,0.6403621020851917,84.7480481021192,0.824836015701294,0.8720581531524658
56,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",лучша,лучше,Ortho,"If these new methods of transportation are better for the environment, they will also be better for everyone who lives on Earth, including animals, etc.","If these new types of transportation are better for the environment, they will also be better for everyone who lives on Earth, including animals, etc.",0.9224470257759094,0.8895260356363631,94.67464228396132,0.824836015701294,0.8755894303321838
57,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",,окружающей,Lex,"If these new transportation methods are better for the environment, they will also be better for everyone who lives on Earth, including animals, etc.","If these new types of transportation are better for the environment, they will also be better for everyone living on Earth, animals, etc.",0.9107069373130798,0.5841761860902647,81.3825914659073,0.8248358964920044,0.8720581531524658
58,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",она,они,Ref,"If these new methods of transport are better for the environment, they will also be better for everyone who lives on Earth, including animals, etc.","If these new types of transport are better for the environment, they will also be better for everyone who lives on Earth, animals, etc.",0.9161199927330016,0.7884044396805875,90.21594200233936,0.824836015701294,0.871764600276947
59,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",лучша,лучше,Ortho,"If these new methods of transportation are better for the environment, they will also be better for everyone who lives on Earth, including animals, etc.","If these new types of transportation are better for the environment, they will also be better for everyone living on Earth, animals, etc.",0.9086214900016784,0.6403621020851917,84.7480481021192,0.824836015701294,0.8720581531524658
60,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",которые,кто,Ref,"If these new transportation methods are better for the environment, they will also be better for everyone living on Earth, including animals, etc.","If these new types of transportation are better for the environment, they will also be better for everyone living on Earth, animals, etc.",0.9155594110488892,0.7288605134576496,86.97228294037326,0.824836015701294,0.8720581531524658
61,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",жывут,живет,Ortho,"If these new methods of transportation are better for the environment, they will also be better for everyone who lives on Earth, including animals, etc.","If these new types of transport are better for the environment, they will also be better for everyone who lives on Earth, animals, etc.",0.9127780795097352,0.7101613092171911,87.91685850915681,0.824836015701294,0.871764600276947
62,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",жывотные,животных,Gov,"If these new methods of transportation are better for the environment, they will also be better for everyone living on Earth, including animals, etc.","If these new types of transportation are better for the environment, they will also be better for everyone who lives on Earth, including animals, etc.",0.9156257510185242,0.7329410355605002,87.65426078199421,0.8248358964920044,0.8755894303321838
63,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",итд,и т. д,Space+Del,"If these new methods of transportation are better for the environment, they will also be better for everyone who lives on Earth, including animals, etc.","If these new types of transportation are better for the environment, they will also be better for everyone living on Earth, including animals, etc.",0.9163222312927246,0.7315339097995036,88.38247456359515,0.824836015701294,0.8761537671089172
64,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерланд, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",Нидерландых,Нидерланд,Infl,"Lukas, a graduate student from the Netherlands, also likes studying online because he has more time and can engage in something new.","Lucas, a graduate student from the Netherlands, also enjoys studying online because he has more time and can engage in something new.",0.929561197757721,0.8232490471721702,91.14731747347376,0.8800118565559387,0.8735849857330322
65,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерланд, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",,он,Ref,"Lucas, a graduate student from the Netherlands, also likes to study online because he has more time and can engage in something new.","Lukas, a graduate student from the Netherlands, also enjoys studying online because it gives him more time and he can engage in something new.",0.906199872493744,0.4727919612201283,73.96862076832139,0.874058723449707,0.8759850859642029
66,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерланд, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",нового,новым,Agrcase,"Lucas, a graduate student from the Netherlands, also enjoys studying online because he has more time and can pursue something new.","Lukas, a graduate student from the Netherlands, also likes studying online because he has more time and can engage in something new.",0.9161341786384584,0.6571079383543573,82.87062659484931,0.8800118565559387,0.8742974996566772
67,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерландов, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",Нидерландых,Нидерландов,Infl,"Lukas, a graduate student from the Netherlands, also enjoys studying online because he has more time and can engage in something new.","Lucas, a graduate student from the Netherlands, also enjoys studying online because he has more time and can engage in something new.",0.9366263747215272,0.9510699415570292,97.70737644242531,0.8748196363449097,0.8739374876022339
68,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерландов, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",,он,Ref,"Lucas, a graduate student from the Netherlands, also likes studying online because he has more time and can engage in something new.","Lucas, a graduate student from the Netherlands, also likes studying online because he has more time and can engage in something new.",0.9507104754447936,1.0,100.0,0.874058723449707,0.8732365369796753
69,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерландов, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",нового,новым,Agrcase,"Lucas, a graduate student from the Netherlands, also enjoys studying online because he has more time and can engage in something new.","Lucas, a graduate student from the Netherlands, also enjoys studying online because he has more time and can engage in something new.",0.9508064985275269,1.0,100.0,0.8748196363449097,0.8739374876022339
70,"Я его знаю 3 года назад. на наша работа, в ресторане мы работали вместе как официанты.","Я его узнала 3 года назад. На нашей работе, в ресторане, мы работали вместе официантами.",знаю,узнала,Asp,"I met him 3 years ago. At our job, we worked together as waiters in a restaurant.","I met him 3 years ago. At our job, in the restaurant, we worked together as waiters.",0.9228460788726808,0.6419752245682109,84.57116215021439,0.7904577851295471,0.8441638350486755
71,"Я его знаю 3 года назад. на наша работа, в ресторане мы работали вместе как официанты.","Я его узнала 3 года назад. На нашей работе, в ресторане, мы работали вместе официантами.",на,На,Ortho,"I got to know him 3 years ago. At our job, we worked together as waiters in a restaurant.","I met him 3 years ago. At our workplace, in a restaurant, we worked together as waiters.",0.8818984627723694,0.4168218946579768,72.68236755881188,0.7904577851295471,0.8458764553070068
72,"Я его знаю 3 года назад. на наша работа, в ресторане мы работали вместе как официанты.","Я его узнала 3 года назад. На нашей работе, в ресторане, мы работали вместе официантами.",наша работа,нашей работе,Gov,"I have known him for 3 years. At our job, we worked together as waiters in a restaurant.","I met him 3 years ago. At our work, in the restaurant, we worked together as waiters.",0.8568182587623596,0.1816725573641283,61.892481728353054,0.7904577851295471,0.8403096199035645
73,"Я его знаю 3 года назад. на наша работа, в ресторане мы работали вместе как официанты.","Я его узнала 3 года назад. На нашей работе, в ресторане, мы работали вместе официантами.",как официанты,официантами,Constr,"I met him 3 years ago. At our work, we worked together as waiters in a restaurant.",I met him 3 years ago. We worked together as waiters at our job in a restaurant.,0.9074756503105164,0.5118285025257894,79.45477838553029,0.7904577851295471,0.8628289699554443
74,"Но, по моему мнению, этот отход от реальности только улучил фильм, поскольку её романтические отношения с другими мужчинами показывают важные темы о счастье, потери, бессмысленности, обязанности и дружбе во время войны.","Но, по моему мнению, этот отход от реальности только улучшил фильм, поскольку её романтические отношения с другими мужчинами иллюстрируют важные вопросы о счастье, потерях, бессмысленности, обязанности и дружбе во время войны.",улучил,улучшил,Ortho,"But, in my opinion, this departure from reality only improved the film, as her romantic relationships with other men highlight important themes of happiness, loss, meaninglessness, duty, and friendship during wartime.","However, in my opinion, this departure from reality only improved the film, as her romantic relationships with other men illustrate important issues about happiness, loss, meaninglessness, duty, and friendship during wartime.",0.8895084857940674,0.7838756540325346,84.82872335192762,0.8404588103294373,0.8517791032791138
