,text_orig,text_cor,quote,correction,tag,TRANS-ORIG,TRANS-COR,COMET22-ORIG,BLEU-ORIG,CHRF-ORIG,COMETKIWI-ORIG,COMETKIWI-COR
10,"Я согласин, что есть читири качествы Nужно в друзья – честность, ъыть вежливый, юмор и оъщие интересы.","Я согласен, что у друзей должно быть четыре качества – честность, вежливость, юмор и общие интересы.",качествы,качества,Gender,"I agree that there are chitiri qualities Necessary in friends - honesty, to be polite, humor and common interests.","I agree that friends should have four qualities - honesty, courtesy, humor, and common interests.",0.7069149613380432,0.101824256461955,58.44174748784899,0.6781240701675415,0.8799002170562744
11,"Я согласин, что есть читири качествы Nужно в друзья – честность, ъыть вежливый, юмор и оъщие интересы.","Я согласен, что у друзей должно быть четыре качества – честность, вежливость, юмор и общие интересы.",N ужно в друзья,,Constr,"I agree that there are chitiri qualities Necessary in friends - honesty, to be polite, humor and common interests.","I agree that friends should have four qualities - honesty, courtesy, humor, and common interests.",0.7069149613380432,0.101824256461955,58.44174748784899,0.6781240701675415,0.8799002170562744
12,"Я согласин, что есть читири качествы Nужно в друзья – честность, ъыть вежливый, юмор и оъщие интересы.","Я согласен, что у друзей должно быть четыре качества – честность, вежливость, юмор и общие интересы.",ъыть вежливый,вежливость,Constr,"I agree that there are chitiri qualities Necessary in friends - honesty, to be polite, humor and common interests.","I agree that friends should have four qualities - honesty, courtesy, humor, and common interests.",0.7069149613380432,0.101824256461955,58.44174748784899,0.6781240701675415,0.8799002170562744
13,"Я согласин, что есть читири качествы Nужно в друзья – честность, ъыть вежливый, юмор и оъщие интересы.","Я согласен, что у друзей должно быть четыре качества – честность, вежливость, юмор и общие интересы.",оъщие,общие,Ortho,"I agree that there are chitiri qualities Necessary in friends - honesty, to be polite, humor and common interests.","I agree that friends should have four qualities - honesty, courtesy, humor, and common interests.",0.7069149613380432,0.101824256461955,58.44174748784899,0.6781240701675415,0.8799002170562744
14,"Конечно, развод не был таким попульярным в прощлом, но это не значит, что люди разлюблят друг друга чаще сегодня.","Конечно, развод не был таким популярным в прошлом, но это не значит, что люди разлюбливают друг друга чаще сегодня.",попульярным,популярным,Ortho,"Sure, divorce wasn't as populist in the past, but that doesn't mean people fall out of love more often today.","Sure, divorce wasn't as popular in the past, but that doesn't mean people fall out of love with each other more often today.",0.8614646792411804,0.6571791947681406,82.1415826296812,0.7755892276763916,0.8655380010604858
15,"Конечно, развод не был таким попульярным в прощлом, но это не значит, что люди разлюблят друг друга чаще сегодня.","Конечно, развод не был таким популярным в прошлом, но это не значит, что люди разлюбливают друг друга чаще сегодня.",прощлом,прошлом,Ortho,"Sure, divorce wasn't as populist in the past, but that doesn't mean people fall out of love more often today.","Sure, divorce wasn't as popular in the past, but that doesn't mean people fall out of love with each other more often today.",0.8614645600318909,0.6571791947681406,82.1415826296812,0.7755892276763916,0.8655380010604858
16,"Конечно, развод не был таким попульярным в прощлом, но это не значит, что люди разлюблят друг друга чаще сегодня.","Конечно, развод не был таким популярным в прошлом, но это не значит, что люди разлюбливают друг друга чаще сегодня.",разлюблят,разлюбливают,Asp,"Sure, divorce wasn't as populist in the past, but that doesn't mean people fall out of love more often today.","Sure, divorce wasn't as popular in the past, but that doesn't mean people fall out of love with each other more often today.",0.8614646792411804,0.6571791947681406,82.1415826296812,0.7755892276763916,0.8655380010604858
17,До Нижнего Новгорода мы не познакомились друг с другом и было очень удобно дружиться с ней.,До Нижнего Новгорода мы не были знакомы друг с другом и было очень удобно дружить с ней.,познакомились,были знакомы,Constr,We didn't get to know each other until Nizhny Novgorod and were very comfortable being friends with her.,We didn't know each other before Nizhny Novgorod and were very comfortable being friends with her.,0.855635941028595,0.6268593335004975,85.78891026504418,0.8090086579322815,0.8423188924789429
18,До Нижнего Новгорода мы не познакомились друг с другом и было очень удобно дружиться с ней.,До Нижнего Новгорода мы не были знакомы друг с другом и было очень удобно дружить с ней.,дружиться,дружить,Refl,We didn't get to know each other until Nizhny Novgorod and were very comfortable being friends with her.,We didn't know each other before Nizhny Novgorod and were very comfortable being friends with her.,0.855635941028595,0.6268593335004975,85.78891026504418,0.8090086579322815,0.8423188924789429
19,Я думаю эти не проблемы.,Я думаю это не проблема.,эти,это,Ref,I don't think those are the problem.,I don't think that's a problem.,0.9041003584861756,0.1756720523942792,67.04221612932444,0.829566240310669,0.8709334135055542
20,Я думаю эти не проблемы.,Я думаю это не проблема.,проблемы,проблема,Num,I don't think those are the problem.,I don't think that's a problem.,0.9041003584861756,0.1756720523942792,67.04221612932444,0.829566240310669,0.8709334135055542
21,Поэтому я хочу чтобы каждая минутка интересная.,Поэтому я хочу чтобы каждая минутка была интересной.,интересная,была интересной,Aux,So I want every minute to be interesting.,So I want every minute to be interesting.,0.978798508644104,1.0,100.0,0.8618214130401611,0.8640559911727905
22,Нашей последной темой являлась образование.,Нашей последней темой являлось образование.,последной,последней,Infl,Our final topic was education.,Our final topic was education.,0.9799216389656068,1.0,100.0,0.8644108772277832,0.8616005182266235
23,Нашей последной темой являлась образование.,Нашей последней темой являлось образование.,являлась,являлось,AgrGender,Our final topic was education.,Our final topic was education.,0.9799216389656068,1.0,100.0,0.8644108772277832,0.8616005182266235
24,"Тогда, мы увидели озеро чистое.",Там мы увидели чистое озеро.,озеро чистое,чистое озеро,WO,"Then, we saw the lake clear.",There we saw a clear lake.,0.8878418803215027,0.086334002137045,39.595302315768144,0.8434499502182007,0.8611382246017456
25,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",в,на,Prep,"Usually, my page is where I write about and post my dog.",I usually write and post something about my dog on my page.,0.7937660813331604,0.0492686202111925,47.37471340402678,0.7900576591491699,0.8567333221435547
26,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",моей,своей,Ref,"Usually, my page is where I write about and post my dog.",I usually write and post something about my dog on my page.,0.7937660813331604,0.0492686202111925,47.37471340402678,0.7900577187538147,0.8567333221435547
27,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",о,,Prep,"Usually, my page is where I write about and post my dog.",I usually write and post something about my dog on my page.,0.7937660813331604,0.0492686202111925,47.37471340402678,0.7900576591491699,0.8567333221435547
28,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",,что-то,Ref,"Usually, my page is where I write about and post my dog.",I usually write and post something about my dog on my page.,0.7937660813331604,0.0492686202111925,47.37471340402678,0.7900576591491699,0.8567333221435547
29,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",,о,Prep,"Usually, my page is where I write about and post my dog.",I usually write and post something about my dog on my page.,0.7937660813331604,0.0492686202111925,47.37471340402678,0.7900576591491699,0.8567333221435547
30,"Обычно, в моей странице я пишу о и публикую свою собаку.","Обычно, на своей странице я пишу и публикую что-то о своей собаке.",свою собаку,своей собаке,Gov,"Usually, my page is where I write about and post my dog.",I usually write and post something about my dog on my page.,0.7937660813331604,0.0492686202111925,47.37471340402678,0.7900576591491699,0.8567333221435547
31,Тоже когда я нашла в комнате комара и я его убила на стене всегда осталось пятно.,Тоже когда я нашла в комнате комара и я его убила на стене навсегда осталось пятно.,всегда,навсегда,Lex,"Also when I found a mosquito in my room and I killed it, there was always a stain on the wall.","Also when I found a mosquito in my room and I killed it, there was a permanent stain on the wall.",0.859961211681366,0.8242510954197301,85.40715969581208,0.8441973924636841,0.8477736115455627
32,Но я тоже ожидаю что их произношение отличает.,Но я тоже ожидаю что их произношение отличается.,отличает,отличается,Refl,But I expect their pronunciation is distinctive too.,But I expect their pronunciation to be different too.,0.895247757434845,0.4775034264835464,66.32610270656217,0.6966244578361511,0.8532228469848633
33,"Мне нравитса школу больше, чем работу.","Мне нравится школа больше, чем работа.",нравитса,нравится,Ortho,I like school better than work.,I like school more than I like work.,0.937343418598175,0.1644975929846581,50.2412192967317,0.8626905679702759,0.8764117956161499
34,"Мне нравитса школу больше, чем работу.","Мне нравится школа больше, чем работа.",школу,школа,Nominative,I like school better than work.,I like school more than I like work.,0.937343418598175,0.1644975929846581,50.2412192967317,0.8626905679702759,0.8764117956161499
35,"Мне нравитса школу больше, чем работу.","Мне нравится школа больше, чем работа.",работу,работа,Nominative,I like school better than work.,I like school more than I like work.,0.937343418598175,0.1644975929846581,50.2412192967317,0.8626905679702759,0.8764117956161499
36,Я знаю как важно учить для улушеть мой русский.,"Я знаю, как важно учиться, чтобы улучшить мой русский.",учить,учиться,Refl,I know how important it is to learn to improve my Russian.,I know how important it is to study to improve my Russian.,0.8847888112068176,0.7348889200874658,82.97351562695883,0.713360071182251,0.8842270374298096
37,Я знаю как важно учить для улушеть мой русский.,"Я знаю, как важно учиться, чтобы улучшить мой русский.",для,чтобы,Conj,I know how important it is to learn to improve my Russian.,I know how important it is to study to improve my Russian.,0.8847888112068176,0.7348889200874658,82.97351562695883,0.713360071182251,0.8842270374298096
38,Я знаю как важно учить для улушеть мой русский.,"Я знаю, как важно учиться, чтобы улучшить мой русский.",улушеть,улучшить,Ortho,I know how important it is to learn to improve my Russian.,I know how important it is to study to improve my Russian.,0.8847888112068176,0.7348889200874658,82.97351562695883,0.713360071182251,0.8842270374298096
39,Я ем мясо и картошки и слушаю Музыку.,"Я ем мясо и картошку, и слушаю музыку.",картошки,картошку,Gov,I eat meat and potatoes and listen to Music.,I eat meat and potatoes and listen to music.,0.9398916363716124,0.8633400213704505,89.26389271088038,0.8457202911376953,0.8674685955047607
40,Я ем мясо и картошки и слушаю Музыку.,"Я ем мясо и картошку, и слушаю музыку.",Музыку,музыку,Ortho,I eat meat and potatoes and listen to Music.,I eat meat and potatoes and listen to music.,0.9398916363716124,0.8633400213704505,89.26389271088038,0.8457202911376953,0.8674685955047607
41,"Иногда, у них психические проблемы.","Иногда, у них бывают психологические проблемы.",,бывают,Lex,"Sometimes, they have mental problems.","Sometimes, they have psychological problems.",0.936146080493927,0.28574404296988,66.1830161360171,0.8559551239013672,0.8513351678848267
42,"Иногда, у них психические проблемы.","Иногда, у них бывают психологические проблемы.",психические,психологические,Lex,"Sometimes, they have mental problems.","Sometimes, they have psychological problems.",0.9361461400985718,0.28574404296988,66.1830161360171,0.8559551239013672,0.8513351678848267
43,Мы убежали из дома и пытались водить машину в центр.,Мы убежали из дома и пытались поехать на машине в центр.,водить,поехать,Lex,We ran away from home and tried to drive downtown.,We ran away from home and tried to drive downtown.,0.9712697267532348,1.0,100.0,0.8433631062507629,0.8489730954170227
44,Мы убежали из дома и пытались водить машину в центр.,Мы убежали из дома и пытались поехать на машине в центр.,машину,на машине,Gov,We ran away from home and tried to drive downtown.,We ran away from home and tried to drive downtown.,0.9712697267532348,1.0,100.0,0.8433631062507629,0.8489730954170227
45,"Я думаю, что это возможно и что в будущее будет не дорого.","Я думаю, что это возможно и что в будущем будет недорого.",будущее,будущем,Gov,I think it's possible and that it won't be expensive in the future.,I think it's possible and that it will be inexpensive in the future.,0.8873715996742249,0.5923033072023249,83.6309973182631,0.8473773002624512,0.847053050994873
46,"Я думаю, что это возможно и что в будущее будет не дорого.","Я думаю, что это возможно и что в будущем будет недорого.",не дорого,недорого,Ortho,I think it's possible and that it won't be expensive in the future.,I think it's possible and that it will be inexpensive in the future.,0.8873715996742249,0.5923033072023249,83.6309973182631,0.8473773002624512,0.8470531105995178
47,"Я так рада, что вы с Ваней решились к такому шагу.","Я так рада, что вы с Ваней решились на такой шаг.",к такому шагу,на такой шаг,Prep,I'm so glad you and Vanya decided to take this step.,I'm so glad you and Vanya took that step.,0.9320015907287598,0.4798782066690663,65.87227680057198,0.8508067727088928,0.8429805040359497
48,Я хочу поехать в клубе.,Я хочу поехать в клуб.,клубе,клуб,Gov,I want to ride in the club.,I want to go to the club.,0.7744494676589966,0.2055668084502598,57.708627885206845,0.5214518308639526,0.8331650495529175
49,"Читверг мои друзя и я, мы идём в кафе и в кино, субботу я дома.","В четверг мои друзья и я идём в кафе и в кино, в субботу я дома.",Читверг,В четверг,Prep,"Thursday my friends and I go to a cafe and a movie, Saturday I'm home.","Thursday my friends and I are going to a coffee shop and a movie, Saturday I'm home.",0.8952509760856628,0.5342701923304373,70.83040979584119,0.836998462677002,0.8470045328140259
50,"Читверг мои друзя и я, мы идём в кафе и в кино, субботу я дома.","В четверг мои друзья и я идём в кафе и в кино, в субботу я дома.",друзя,друзья,Ortho,"Thursday my friends and I go to a cafe and a movie, Saturday I'm home.","Thursday my friends and I are going to a coffee shop and a movie, Saturday I'm home.",0.8952509760856628,0.5342701923304373,70.83040979584119,0.836998462677002,0.8470045328140259
51,"Читверг мои друзя и я, мы идём в кафе и в кино, субботу я дома.","В четверг мои друзья и я идём в кафе и в кино, в субботу я дома.",", мы",,Ref,"Thursday my friends and I go to a cafe and a movie, Saturday I'm home.","Thursday my friends and I are going to a coffee shop and a movie, Saturday I'm home.",0.8952509760856628,0.5342701923304373,70.83040979584119,0.836998462677002,0.8470045328140259
52,"Читверг мои друзя и я, мы идём в кафе и в кино, субботу я дома.","В четверг мои друзья и я идём в кафе и в кино, в субботу я дома.",,в,Prep,"Thursday my friends and I go to a cafe and a movie, Saturday I'm home.","Thursday my friends and I are going to a coffee shop and a movie, Saturday I'm home.",0.8952509760856628,0.5342701923304373,70.83040979584119,0.836998462677002,0.8470045328140259
53,Груг любит тебя потому что вы другые.,Друг любит тебя потому что вы разные.,Груг,Друг,Misspell,Grug loves you because you're friends.,A friend loves you because you are different.,0.5661823749542236,0.1447762622600602,56.98108767617159,0.8657504320144653,0.8786324262619019
54,Груг любит тебя потому что вы другые.,Друг любит тебя потому что вы разные.,другые,разные,Lex,Grug loves you because you're different.,A friend loves you because you are different.,0.7587516903877258,0.1555722182664601,71.77041495029718,0.7121153473854065,0.8786324262619019
55,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",mетоды,виды,Lex,"If these new methods of transportation will be better for the environment, it will also be better for all who live on earth, animals, etc.","If these new modes of transportation are better for the environment, they will also be better for everyone who lives on earth, animals, etc.",0.8877361416816711,0.4016856259641401,74.77850228686006,0.825352132320404,0.869803786277771
56,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",лучша,лучше,Ortho,"If these new methods of transportation will be better for the environment, it will also be better for all who live on earth, animals, etc.","If these new modes of transportation are better for the environment, they will also be better for everyone who lives on earth, animals, etc.",0.8877361416816711,0.4016856259641401,74.77850228686006,0.825352132320404,0.869803786277771
57,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",,окружающей,Lex,"If these new methods of transportation will be better for the environment, it will also be better for all who live on earth, animals, etc.","If these new modes of transportation are better for the environment, they will also be better for everyone who lives on earth, animals, etc.",0.8877361416816711,0.4016856259641401,74.77850228686006,0.8253521919250488,0.869803786277771
58,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",она,они,Ref,"If these new methods of transportation will be better for the environment, it will also be better for all who live on earth, animals, etc.","If these new modes of transportation are better for the environment, they will also be better for everyone who lives on earth, animals, etc.",0.8877361416816711,0.4016856259641401,74.77850228686006,0.825352132320404,0.869803786277771
59,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",лучша,лучше,Ortho,"If these new methods of transportation will be better for the environment, it will also be better for all who live on earth, animals, etc.","If these new modes of transportation are better for the environment, they will also be better for everyone who lives on earth, animals, etc.",0.8877361416816711,0.4016856259641401,74.77850228686006,0.825352132320404,0.869803786277771
60,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",которые,кто,Ref,"If these new methods of transportation will be better for the environment, it will also be better for all who live on earth, animals, etc.","If these new modes of transportation are better for the environment, they will also be better for everyone who lives on earth, animals, etc.",0.8877361416816711,0.4016856259641401,74.77850228686006,0.825352132320404,0.869803786277771
61,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",жывут,живет,Ortho,"If these new methods of transportation will be better for the environment, it will also be better for all who live on earth, animals, etc.","If these new modes of transportation are better for the environment, they will also be better for everyone who lives on earth, animals, etc.",0.8877361416816711,0.4016856259641401,74.77850228686006,0.825352132320404,0.869803786277771
62,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",жывотные,животных,Gov,"If these new methods of transportation will be better for the environment, it will also be better for all who live on earth, animals, etc.","If these new modes of transportation are better for the environment, they will also be better for everyone who lives on earth, animals, etc.",0.8877361416816711,0.4016856259641401,74.77850228686006,0.8253521919250488,0.869803786277771
63,"Если эти новые mетоды транспорта будут лучша для среды, она будут также лучша для всех которые жывут на земле, жывотные итд.","Если эти новые виды транспорта будут лучше для окружающей среды, они будут также лучше для всех кто живет на земле, животных и т. д.",итд,и т. д,Space+Del,"If these new methods of transportation will be better for the environment, it will also be better for all who live on earth, animals, etc.","If these new modes of transportation are better for the environment, they will also be better for everyone who lives on earth, animals, etc.",0.8877361416816711,0.4016856259641401,74.77850228686006,0.825352132320404,0.869803786277771
64,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерланд, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",Нидерландых,Нидерланд,Infl,"Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.","Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.",0.9448710083961488,1.0,100.0,0.8756291270256042,0.876258909702301
65,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерланд, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",,он,Ref,"Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.","Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.",0.9448710083961488,1.0,100.0,0.8756291270256042,0.876258909702301
66,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерланд, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",нового,новым,Agrcase,"Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.","Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.",0.9448710083961488,1.0,100.0,0.8756291270256042,0.876258909702301
67,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерландов, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",Нидерландых,Нидерландов,Infl,"Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.","Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.",0.9448710083961488,1.0,100.0,0.8756291270256042,0.875291109085083
68,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерландов, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",,он,Ref,"Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.","Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.",0.9448710083961488,1.0,100.0,0.8756291270256042,0.875291109085083
69,"Лукас, магистрант из Нидерландых, тоже любит учиться онлайн, потому что у него больше времени и может заниматься чем-то нового.","Лукас, магистрант из Нидерландов, тоже любит учиться онлайн, потому что у него больше времени и он может заниматься чем-то новым.",нового,новым,Agrcase,"Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.","Lukas, a master's student from the Netherlands, also likes to study online because he has more time and can do something new.",0.9448710083961488,1.0,100.0,0.8756291270256042,0.875291109085083
70,"Я его знаю 3 года назад. на наша работа, в ресторане мы работали вместе как официанты.","Я его узнала 3 года назад. На нашей работе, в ресторане, мы работали вместе официантами.",знаю,узнала,Asp,"I knew him 3 years ago. at our job, at a restaurant we worked together as waiters.","I recognized him three years ago. At our job, in a restaurant, we worked together as waiters.",0.8821716904640198,0.2948993986902436,62.90858967467299,0.7799921035766602,0.847746729850769
71,"Я его знаю 3 года назад. на наша работа, в ресторане мы работали вместе как официанты.","Я его узнала 3 года назад. На нашей работе, в ресторане, мы работали вместе официантами.",на,На,Ortho,"I knew him 3 years ago. at our job, at a restaurant we worked together as waiters.","I recognized him three years ago. At our job, in a restaurant, we worked together as waiters.",0.8821716904640198,0.2948993986902436,62.90858967467299,0.7799921035766602,0.847746729850769
72,"Я его знаю 3 года назад. на наша работа, в ресторане мы работали вместе как официанты.","Я его узнала 3 года назад. На нашей работе, в ресторане, мы работали вместе официантами.",наша работа,нашей работе,Gov,"I knew him 3 years ago. at our job, at a restaurant we worked together as waiters.","I recognized him three years ago. At our job, in a restaurant, we worked together as waiters.",0.8821716904640198,0.2948993986902436,62.90858967467299,0.7799921035766602,0.847746729850769
73,"Я его знаю 3 года назад. на наша работа, в ресторане мы работали вместе как официанты.","Я его узнала 3 года назад. На нашей работе, в ресторане, мы работали вместе официантами.",как официанты,официантами,Constr,"I knew him 3 years ago. at our job, at a restaurant we worked together as waiters.","I recognized him three years ago. At our job, in a restaurant, we worked together as waiters.",0.8821716904640198,0.2948993986902436,62.90858967467299,0.7799921035766602,0.847746729850769
74,"Но, по моему мнению, этот отход от реальности только улучил фильм, поскольку её романтические отношения с другими мужчинами показывают важные темы о счастье, потери, бессмысленности, обязанности и дружбе во время войны.","Но, по моему мнению, этот отход от реальности только улучшил фильм, поскольку её романтические отношения с другими мужчинами иллюстрируют важные вопросы о счастье, потерях, бессмысленности, обязанности и дружбе во время войны.",улучил,улучшил,Ortho,"But in my opinion, this departure from reality only made the movie better, as her romantic relationships with other men show important themes about happiness, loss, meaninglessness, duty, and friendship during the war.","But in my opinion, this departure from reality only improved the movie, as her romantic relationships with other men illustrate important questions about happiness, loss, meaninglessness, duty, and friendship during war.",0.8846780061721802,0.6283476411779859,81.17688274018681,0.8388988375663757,0.8503995537757874
